شناسه,لینک_مستقیم,عنوان,روستا,روستا_مطمئن,دسته_پرونده,نوع_مبهم,نوع_کلبه_از_API,متراژ_بنا_م2,متراژ_زمین_م2,تعداد_اتاق_خواب,ظرفیت_پایه,ظرفیت_حداکثر,امتیاز_کلی,تعداد_نظرات_API,امتیاز_دقت,امتیاز_ارتباط,امتیاز_پاکیزگی,امتیاز_موقعیت,امتیاز_تحویل,امتیاز_ارزش,تاریخ_اولین_نظر,تاریخ_آخرین_نظر,نشان_ها,میزبان_نام,میزبان_عضویت_از,میزبان_نرخ_پذیرش_درصد,میزبان_زمان_پاسخ_دقیقه,حداقل_شب,حداکثر_شب,شرایط_لغو,ملک_دربست_یا_مشترک,هزینه_نفر_اضافه_تومان,جکوزی,محل_جکوزی,استخر,گرمایش_استخر,چشم_انداز_جنگل,چشم_انداز_رودخانه,حیاط_اختصاصی_محصور,حریم_خصوصی,حضور_میزبان_یا_واحد_دیگر,پارکینگ,کیفیت_مسیر,اینترنت_وای_فای,سرمایش,گرمایش,حیوان_خانگی,موقعیت_توضیح,طول_جغرافیایی,عرض_جغرافیایی,وضعیت_API,منابع_شناسایی
3270478,/room/3270478,خانه ویلایی در بابلکنار - درازکلا,درازکلا,بله,other,,ویلا,85,250,1,4,6,4.3,4,4.3,4.8,3.8,4.5,4.8,3.5,,,,ابراهیم,2025-06-23,55,264,1,,متوسط,دربست,150000,,,,,,,ذکر شده,,,ذکر شده,,,یک دستگاه اسپلیت 12000 در پذیرایی و یک دستگاه کولر اسپلیت 12000 در یک اتاق خواب,یک شعله بخاری گازی در پذیرایی و یک شعله بخاری گازی در اتاق خواب,,,52.7315,36.3344,active,db
3270622,/room/3270622,خانه ویلایی در بابلکنار - کلاریکلا,کلاریکلا,بله,other,,ویلا,180,230,1,2,8,4.9,6,5,5,4.7,4.7,5,4.8,,,,محمد,2025-07-01,76,511,1,,متوسط,دربست,300000,,,,,,,ذکر شده,مستر و **سرویس ایرانی بر روی بالکن قرار دارد**، همچنین واحد دار,,ذکر شده,,,یک دستگاه اسپیلت 24000 در پذیرایی,اسپیلت دو منظوره,پذیرش (قانون صریح),,52.715,36.365,active,db
3273512,/room/3273512,اجاره خانه مبله در بابلکنار - درازکلا - طبقه۲,درازکلا,بله,other,,آپارتمان,125,300,2,2,10,5,2,5,5,5,5,5,5,,,,امید,2025-07-22,59,154,1,,متوسط,مشترک (فضای مشترک با میزبان یا مهمان دیگر),500000,,,,,ذکر شده,,ذکر شده,دنج با چشم انداز جنگلی در روستای جنگلی درازکلا واقع شده است که ,مشترک (فضای مشترک با میزبان یا مهمان دیگر),ذکر شده,,,یک دستگاه اسپیلت 24000 در پذیرایی,یک شعله بخاری گازی در پذیرایی و در یک اتاق,پذیرش (قانون صریح),,52.7126,36.3406,active,db
3274987,/room/3274987,اجاره خانه روستایی در بابلکنار - چهره,چهره,بله,other,,خانه روستایی,40,2000,1,2,4,5,3,5,5,5,5,5,5,,,,فاطمه,2025-08-25,28,336,1,,سخت,مشترک (فضای مشترک با میزبان یا مهمان دیگر),200000,,,,,,,ذکر شده,مستقر است,مشترک (فضای مشترک با میزبان یا مهمان دیگر),ذکر شده,,,یک دستگاه اسپلیت 18000 در پذیرایی، یک دستگاه اسپلیت 12000 در اتاق خواب,یک دستگاه بخاری برقی در پذیرایی، یک دستگاه اسپلیت دو منظوره 18000 در پذیرایی، یک دستگاه اسپلیت دو منظوره 12000 در اتاق خواب,پذیرش (قانون صریح),,52.7362,36.3609,active,db
3275992,/room/3275992,خانه ویلایی در بابلکنار - درونکلا شرقی,درونکلا,بله,other,,ویلا,125,485,2,4,8,5,1,5,5,5,5,5,5,,,,میثاق,2026-03-01,40,659,1,,متوسط,دربست,300000,,,,,,,ذکر شده,,,ذکر شده,,,یک دستگاه اسپیلت 24000 در پذیرایی,یک شعله بخاری گازی در پذیرایی و در یک اتاق خواب,پذیرش (قانون صریح),,52.7287,36.3867,active,db
3276165,/room/3276165,اجاره خانه مبله در بابلکنار - شیردارکلا - ط ۲,شیردارکلا,بله,other,,آپارتمان، سوئیت,120,300,2,4,6,5,9,5,5,5,5,5,5,,,اقامتگاه پلاس,مرتضی,2025-08-19,94,459,1,,سخت,مشترک (فضای مشترک با میزبان یا مهمان دیگر),500000,,,,,,,ذکر شده,مستقر است، همچنین ورودی و حیاط با مهمانان واحد های دیگر به صورت,مشترک (فضای مشترک با میزبان یا مهمان دیگر),ذکر شده,,,یک دستگاه اسپلیت 30000 در پذیرایی,پکیج - شوفاژ,پذیرش (قانون صریح),,52.7741,36.3377,active,cabins، db
3276226,/room/3276226,اجاره خانه تراس دار در بابلکنار - شیردارکلا - ط ۳,شیردارکلا,بله,other,,آپارتمان، سوئیت,120,300,1,4,6,5,4,5,5,5,5,5,5,,,,مرتضی,2025-08-19,94,459,1,,سخت,مشترک (فضای مشترک با میزبان یا مهمان دیگر),800000,,,,,,,ذکر شده,,مشترک (فضای مشترک با میزبان یا مهمان دیگر),ذکر شده,,,یک دستگاه اسپلیت 30000 در پذیرایی,پکیج - شوفاژ,پذیرش (قانون صریح),,52.7747,36.3378,active,cabins، db
3276640,/room/3276640,اجاره خانه ویلایی در بابلکنار - گونه کلا,گونه کلا,بله,other,,ویلا,130,700,2,5,8,4.7,11,4.7,4.9,4.4,4.6,5,4.5,,,,مهربان,2025-08-25,61,264,1,,متوسط,دربست,500000,,,,,,,ذکر شده,دنج در منطقه ی زیبا و آرام روستای گونه کلا و با فاصله حدود ۱۳ ک,,ذکر شده,,,یک دستگاه اسپیلت 30000 در پذیرایی,یک شعله بخاری گازی در پذیرایی و یک شعله بخاری گازی در هر اتاق خواب,پذیرش (قانون صریح),,52.7827,36.3238,active,cabins، db
3278517,/room/3278517,اجاره ویلا دوبلکس در بابلکنار - سیادرکا,سیادرکا,بله,other,,ویلا,80,150,2,6,8,5,1,5,5,5,5,5,5,,,,ساعده,2025-05-05,65,400,1,,متوسط,مشترک (فضای مشترک با میزبان یا مهمان دیگر),100000,,,,,ذکر شده,,ذکر شده,دنج در شیب زمین قرار دارد و بالکن دنج آن نیز دارای چشم انداز بی,مشترک (فضای مشترک با میزبان یا مهمان دیگر),ذکر شده,,,اسپیلت 18000 در پذیرایی و در یک اتاق پایین,یک شعله بخاری گازی در پذیرایی و یک شعله بخاری گازی در یک اتاق پایین و یک عدد بخاری برقی,,,52.7496,36.3639,active,db
3278750,/room/3278750,ویلا در بابلکنار - ممرزکن,ممرزکن,بله,other,,ویلا,120,200,2,6,6,5,28,5,5,4.9,4.9,5,5,,,اقامتگاه پلاس,داود,2025-09-15,82,347,1,,متوسط,مشترک (فضای مشترک با میزبان یا مهمان دیگر),300000,,,,,,,ذکر شده,دنج قرار دارد,مشترک (فضای مشترک با میزبان یا مهمان دیگر),ذکر شده,,,یک دستگاه کولر اسپیلت 18000 در پذیرایی,یک شعله بخاری گازی در پذیرایی و یک شعله بخاری گازی در اتاق خواب پایین,پذیرش (قانون صریح),,52.7097,36.2686,active,db
3279016,/room/3279016,ویلا وان جکوزی در بابلکنار - شیردارکلا,شیردارکلا,بله,other,,ویلا,200,200,2,4,8,4.9,6,5,5,4.5,5,5,4.8,,,,رضا,2025-09-17,73,302,1,,متوسط,دربست,2000000,دارد,دونفره در تراس طبقه دوم,,,,,ذکر شده,مستر است به همراه تراسی با چشم اندازی زیبا و وان جکوزی در روستا,,ذکر شده,,,یک دستگاه اسپیلت ۳۰۰۰۰ در پذیرایی,پکیج - شوفاژ,پذیرش (قانون صریح),,52.7684,36.3432,active,cabins، db
3279752,/room/3279752,ویلا دوبلکس استخردار در بابلکنار - مرزیکلا,مرزیکلا,بله,other,,ویلا,150,273,2,4,15,4.6,3,4.7,5,5,4,4.3,4.7,,,,محمد,2025-09-23,90,142,1,,متوسط,دربست,1000000,,,دارد,,,,ذکر شده,دنج و سرسبز در روستای خوش آب و هوای مرزیکلا با فاصله حدود ۲۰ کی,,ذکر شده,,,یک دستگاه اسپلیت 30000 در پذیرایی و یک دستگاه اسپلیت 12000 در هر اتاق خواب,پکیج - رادیاتور,پذیرش (قانون صریح),,52.7388,36.3672,active,db
3280166,/room/3280166,ویلا در بابلکنار - کاردرکلا - ط۲,کاردرکلا,بله,other,,ویلا,124,1000,3,5,10,5,19,5,4.9,4.9,4.9,5,5,,,اقامتگاه پلاس,حشمت,2025-11-05,92,284,1,,متوسط,دربست,650000,,,,,ذکر شده,,ذکر شده,,,ذکر شده,,,یک دستگاه اسپیلت 26000 در پذیرایی,یک شعله بخاری گازی در پذیرایی و یک شعله بخاری گازی در یک اتاق,پذیرش (قانون صریح),,52.7564,36.3079,active,cabins، db
3281915,/room/3281915,ویلا رو به جنگل در بابلکنار - کاردرکلا,کاردرکلا,بله,other,,ویلا,160,350,1,3,5,4.9,13,5,5,4.8,4.7,4.9,4.8,,,اقامتگاه پلاس,آتنا,2025-10-26,88,273,1,,سخت,دربست,600000,,,,,,,ذکر شده,,,ذکر شده,,,یک دستگاه اسپیلت 30000 در پذیرایی طبقه بالا و یک عدد ۱۸۰۰۰در طبقه پایین,پکیج - شوفاژ,پذیرش (قانون صریح),,52.7738,36.2994,active,cabins، db
3283346,/room/3283346,خانه مبله در بابلکنار - شیردارکلا - ط ۲,شیردارکلا,بله,other,,آپارتمان، ویلا,55,200,1,2,4,4.5,4,5,4.3,4,5,4.5,4.3,,,,احسان,2025-10-27,97,188,1,,سخت,مشترک (فضای مشترک با میزبان یا مهمان دیگر),250000,,,,,,,ذکر شده,مستقر است,مشترک (فضای مشترک با میزبان یا مهمان دیگر),ذکر شده,,,یک دستگاه اسپلیت 24000 در پذیرایی,یک شعله بخاری گازی در پذیرایی,پذیرش (قانون صریح),,52.7596,36.3454,active,cabins، db
3284721,/room/3284721,هتل آپارتمان در بابلکنار - مرزیکلا - ۳ تخته,مرزیکلا,بله,other,,سوئیت,30,8000,0,3,4,4.7,1,5,5,3,5,5,5,,,,مهران,2025-12-07,58,466,1,,متوسط,مشترک (فضای مشترک با میزبان یا مهمان دیگر),150000,,,,,,,ذکر شده,مستر در مجاورت اتاق های دیگر در یک هتل آپارتمان در منطقه خوش آب,مشترک (فضای مشترک با میزبان یا مهمان دیگر),ذکر شده,,,یک دستگاه اسپیلت 12000 در پذیرایی,یک عدد هیتر برقی,پذیرش (قانون صریح),,52.7365,36.3596,active,db
3285416,/room/3285416,ویلای استخردار با چشم انداز کوه در بابلکنار,بابلکنار,نامطمئن,other,,ویلا,100,200,2,4,7,4.9,16,4.9,5,4.6,4.9,5,4.9,,,اقامتگاه پلاس,علی,2025-12-17,100,277,1,,متوسط,دربست,1000000,,,دارد,,,,ذکر شده,مستر است و در روستای خوش آب و هوای بالف کلا شرقی با فاصله حدود ,,ذکر شده,,,یک دستگاه اسپلیت 24000 در پذیرایی,پکیج - شوفاژ,پذیرش (قانون صریح),,52.7515,36.3465,active,db
3285545,/room/3285545,هتل آپارتمان در بابلکنار - مرزیکلا - ۲ تخته,مرزیکلا,بله,other,,سوئیت,20,8000,0,2,3,,0,,,,,,,,,,مهران,2025-12-07,58,466,1,,متوسط,مشترک (فضای مشترک با میزبان یا مهمان دیگر),150000,,,,,,,ذکر شده,مستر در مجاورت اتاق های دیگر و در یک هتل آپارتمان در منطقه خوش ,مشترک (فضای مشترک با میزبان یا مهمان دیگر),ذکر شده,,,یک دستگاه اسپیلت 12000 در پذیرایی,یک عدد هیتر برقی,پذیرش (قانون صریح),,52.7365,36.3596,active,db
3285546,/room/3285546,هتل آپارتمان در بابلکنار - مرزیکلا - ۲ تخته دبل,مرزیکلا,بله,other,,سوئیت,20,8000,0,2,3,4.2,2,5,4,2.5,5,5,3.5,,,,مهران,2025-12-07,58,466,1,,متوسط,مشترک (فضای مشترک با میزبان یا مهمان دیگر),150000,,,,,,,ذکر شده,مستر در مجاورت اتاق های دیگر در یک هتل آپارتمان در منطقه خوش آب,مشترک (فضای مشترک با میزبان یا مهمان دیگر),ذکر شده,,,یک دستگاه اسپیلت 12000 در پذیرایی,یک عدد هیتر برقی,پذیرش (قانون صریح),,52.7365,36.3596,active,db
3286085,/room/3286085,ویلای دوبلکس در بابلکنار - چهره,چهره,بله,other,,ویلا,120,200,2,4,8,5,2,5,5,5,5,5,5,,,,علی,2025-12-20,0,327,1,,متوسط,دربست,400000,,,,,,,ذکر شده,,,ذکر شده,,,یک دستگاه اسپیلت 27000 در پذیرایی,پکیج - رادیاتور,پذیرش (قانون صریح),,52.7251,36.3492,inactive,db
3286163,/room/3286163,خانه ویلایی با جکوزی در بابلکنار - شیردارکلا,شیردارکلا,بله,other,,ویلا,40,500,1,2,4,4.6,5,4.8,5,3.8,5,5,4.2,,,,پریسا,2025-12-21,0,311,1,,متوسط,دربست,200000,دارد,جکوزی ۴ نفره,,,ذکر شده,,ذکر شده,,,ذکر شده,,,یک دستگاه اسپلیت 16000 در پذیرایی,یک شعله بخاری گازی در پذیرایی,پذیرش (قانون صریح),,52.7736,36.3362,inactive,db
3290172,/room/3290172,ویلا دوبلکس بالکن دار در بابلکنار - سیادرکا,سیادرکا,بله,other,,ویلا,120,250,1,3,5,4.6,7,4.7,4.7,4.4,4.7,4.9,4.3,,,اقامتگاه پلاس,فرشته,2026-02-22,86,169,1,,سخت,دربست,500000,,,,,,,ذکر شده,,,ذکر شده,,,یک دستگاه اسپلیت 18000 در پذیرایی,یک شعله بخاری گازی در پذیرایی,پذیرش (قانون صریح),,52.7455,36.3594,active,db
3290832,/room/3290832,سوئیت دوبلکس در بابلکنار - کاردرکلا,کاردرکلا,بله,other,,سوئیت، ویلا,40,165,1,3,5,4.8,5,5,4.8,5,4.2,5,4.6,,,اقامتگاه پلاس,رقیه,2026-03-03,0,328,1,,متوسط,مشترک (فضای مشترک با میزبان یا مهمان دیگر),300000,,,,,,,ذکر شده,,مشترک (فضای مشترک با میزبان یا مهمان دیگر),,,,یک دستگاه اسپلیت 18هزار در طبقه بالا,دو شعله بخاری گازی در پذیرایی و اتاق خواب,پذیرش (قانون صریح),,52.7625,36.3049,inactive,db
3290929,/room/3290929,خانه روستایی در بابلکنار - پوست کلا,بابلکنار,نامطمئن,other,,اقامتگاه بوم‌گردی,80,150,1,4,8,5,5,5,5,5,5,5,5,,,اقامتگاه پلاس,سمیه,2024-05-20,70,249,1,,متوسط,دربست,250000,,,,,ذکر شده,,ذکر شده,دنج به سبک سنتی بوده که با چشم انداز کوهستان و جنگلی فضای مناسب,,,,,,یک شعله بخاری گازی در پذیرایی و یک دستگاه بخاری برقی,پذیرش (قانون صریح),,52.6493,36.3389,active,db
3291781,/room/3291781,ویلا دوبلکس در بابلکنار - درونکلا شرقی,درونکلا,بله,other,,ویلا,150,250,2,6,10,4.9,8,4.9,5,4.8,4.9,5,4.9,,,اقامتگاه پلاس,رضا,2026-03-31,74,406,1,,متوسط,دربست,500000,,,,,,,ذکر شده,مستر است در روستای درونکلا شرقی واقع شده که تا جنگل بزچفت حدود ,,ذکر شده,,,یک دستگاه اسپلیت 12000 در اتاق مستر,یک شعله بخاری گازی در پذیرایی و در اتاق خواب مستر و یک دستگاه بخاری برقی در اتاق خواب,,,52.7387,36.3915,active,db
3294040,/room/3294040,ویلا با چشم انداز زیبا در بابلکنار - سیدکلا,سیدکلا,بله,other,,کلبه، سوئیت، ویلا,100,200,1,2,6,4.9,20,5,5,4.9,5,5,4.9,,,اقامتگاه پلاس؛ رزرو فوری؛ میزبان منظم,محمدرضا,2026-03-23,97,11,1,,متوسط,دربست,500000,,,,,,,ذکر شده,,,ذکر شده,,,یک دستگاه کولر اسپیلت 24000 در فضای بالا,یک شعله بخاری گازی در پذیرایی و یک دستگاه هیتر برقی,پذیرش (قانون صریح),,52.7949,36.3085,active,cabins، db، search، sweep
3295822,/room/3295822,خانه ویلایی در بابلکنار - بالف کلای شرقی,بالفکلا,بله,other,,ویلا,50,250,1,2,6,5,2,5,5,5,5,5,5,,,,محمدمهدی,2026-04-06,71,71,1,,متوسط,دربست,250000,,,,,,,ذکر شده,,,,,,یک دستگاه اسپلیت 12000 در پذیرایی,یک شعله بخاری گازی در پذیرایی و یک شعله بخاری گازی در یک اتاق,,,52.749,36.3451,active,db
3296959,/room/3296959,خانه ویلایی در مرزیکلا,مرزیکلا,بله,other,,ویلا,75,110,1,5,8,5,7,5,5,5,5,5,4.7,,,اقامتگاه پلاس,فروغ,2026-04-11,0,235,1,,متوسط,دربست,400000,,,,,,,ذکر شده,مست و پارک جنگلی جوارم از جاذبه های دیدنی و گردشگری قابل دسترسی,,,,,یک دستگاه کولر پنجره ای در اتاق خواب,یک شعله بخاری گازی در پذیرایی و یک شعله بخاری گازی در یک اتاق,پذیرش (قانون صریح),,52.7336,36.3656,suspend,db
3297069,/room/3297069,سوئیت در بابلکنار - سیادرکا - همکف,سیادرکا,بله,other,,آپارتمان، سوئیت,70,200,1,3,4,,0,,,,,,,,,,جمشید,2026-04-07,50,265,1,,متوسط,مشترک (فضای مشترک با میزبان یا مهمان دیگر),400000,,,,,,,ذکر شده,,مشترک (فضای مشترک با میزبان یا مهمان دیگر),ذکر شده,,,یک دستگاه اسپیلت 24000 در پذیرایی,پکیج,پذیرش (قانون صریح),,52.7484,36.3616,active,db
3297115,/room/3297115,خانه ویلایی در بابلکنار - گونه کلا,گونه کلا,بله,other,,ویلا,140,700,1,4,6,5,3,5,5,5,5,5,5,,,,سلطانعلی,2026-04-05,45,641,1,,متوسط,مشترک (فضای مشترک با میزبان یا مهمان دیگر),800000,,,,,,,ذکر شده,مستر در روستای خوش آب و هوای گونه کلا واقع شده است که تا شهر شی,مشترک (فضای مشترک با میزبان یا مهمان دیگر),ذکر شده,,,,پکیج - رادیاتور,پذیرش (قانون صریح),,52.7826,36.3278,active,cabins، db
3297938,/room/3297938,خانه ویلایی در بابلکنار - بالف کلا شرقی - ط دوم,بالفکلا,بله,other,,ویلا,120,160,1,4,7,,0,,,,,,,,,,امیرحسین,2026-04-08,63,38,1,,آسان,دربست,500000,,,,,,,ذکر شده,,,ذکر شده,,,یک دستگاه اسپیلت 24000 در پذیرایی,یک شعله بخاری گازی در پذیرایی و اتاق خواب,پذیرش (قانون صریح),,52.756,36.3426,active,db
3299045,/room/3299045,ویلا با جکوزی در بابلکنار - سیدکلا,سیدکلا,بله,other,,کلبه، ویلا,100,300,2,4,10,5,1,5,5,5,5,5,5,,,,حبیب,2024-07-14,69,47,1,,متوسط,مشترک (فضای مشترک با میزبان یا مهمان دیگر),500000,دارد,4 نفره,دارد,,,,ذکر شده,,مشترک (فضای مشترک با میزبان یا مهمان دیگر),ذکر شده,,,,یک دستگاه بخاری گازی در پذیرایی و یک دستگاه بخاری گازی در هر اتاق خواب,پذیرش (قانون صریح),,52.7953,36.3154,active,cabins، db، sweep
3300669,/room/3300669,خانه ویلایی بالکن دار در شیرگاه - فرامرزکلا,فرامرزکلا,بله,other,,آپارتمان، ویلا,140,850,2,4,9,5,1,5,5,5,5,5,5,,,,حامد,2022-08-27,100,322,1,,متوسط,دربست,1000000,,,,,,,ذکر شده,مستقل از طبقه پایین مورد استفاده قرار می گیرد,,ذکر شده,,,یک دستگاه اسپیلت 24000 در پذیرایی,یک شعله بخاری گازی در پذیرایی و یک شعله بخاری گازی در هر اتاق خواب,پذیرش (قانون صریح),,52.8076,36.361,active,db
3301686,/room/3301686,خانه روستایی در بابلکنار - درازکلا,درازکلا,بله,other,,خانه روستایی,70,400,1,4,7,4.8,3,5,5,4.3,4.7,5,5,,,,محمد,2026-07-11,69,438,1,,متوسط,دربست,300000,,,,,,,ذکر شده,,,ذکر شده,,,یک دستگاه کولر پنجره ایی در پذیرایی,یک شعله بخاری گازی در پذیرایی,پذیرش (قانون صریح),,52.7244,36.3358,active,db
3302232,/room/3302232,ویلا دوبلکس در بابلکنار - سیدکلا,سیدکلا,بله,other,,ویلا,150,300,1,4,8,4.9,5,5,5,5,4.6,5,5,,,,بهنام,2026-05-19,63,419,1,,متوسط,دربست,500000,,,,,,,ذکر شده,دنج قرار دارد,,ذکر شده,,,یک دستگاه اسپیلت 30000 در راه پله بین طبقات,یک شعله بخاری گازی در پذیرایی و یک شعله بخاری گازی در نشیمن بالا,پذیرش (قانون صریح),,52.7921,36.3099,active,cabins، db
3302942,/room/3302942,خانه ویلایی در بابلکنار - سیادرکا,سیادرکا,بله,other,,ویلا,75,800,1,5,8,4.9,2,5,5,4.5,5,5,5,,,,مهدی,2026-06-01,88,303,1,,متوسط,دربست,600000,,,,,,,ذکر شده,,,ذکر شده,,,یک دستگاه اسپلیت دو منظوره 18000 در پذیرایی,یک شعله بخاری گازی و یک دستگاه اسپلیت دو منظوره 18000 در پذیرایی,پذیرش (قانون صریح),,52.7486,36.3615,active,db
3303165,/room/3303165,سوئیت مبله در مرزیکلا - همکف,مرزیکلا,بله,other,,سوئیت، ویلا,75,200,1,4,6,4.9,5,5,5,4.8,4.8,5,5,,,اقامتگاه پلاس؛ رزرو فوری,سمیه,2026-05-31,100,241,1,,متوسط,مشترک (فضای مشترک با میزبان یا مهمان دیگر),300000,,,,,,,ذکر شده,,مشترک (فضای مشترک با میزبان یا مهمان دیگر),ذکر شده,,,یک دستگاه اسپیلت 18000 در پذیرایی,یک شعله بخاری گازی در پذیرایی,پذیرش (قانون صریح),,52.7388,36.3645,active,db
3304115,/room/3304115,سوئیت مبله در بابلکنار - امامزاده رضا- ط۳,بابلکنار,نامطمئن,other,,آپارتمان، سوئیت,50,1000,0,4,5,,0,,,,,,,,,تازه ثبت‌شده,حسین,2025-01-13,74,264,1,,آسان,مشترک (فضای مشترک با میزبان یا مهمان دیگر),300000,,,,,,,ذکر شده,,مشترک (فضای مشترک با میزبان یا مهمان دیگر),ذکر شده,,,,یک شعله بخاری گازی در پذیرایی,پذیرش (قانون صریح),,52.6837,36.3231,active,db
3304884,/room/3304884,سوئیت مبله در بابلکنار - درازکلا - همکف,درازکلا,بله,other,,سوئیت,55,500,0,2,2,3.8,1,4,5,4,3,4,3,,,,علی,2026-06-09,100,652,1,,متوسط,مشترک (فضای مشترک با میزبان یا مهمان دیگر),500000,,,,,,,,,مشترک (فضای مشترک با میزبان یا مهمان دیگر),ذکر شده,,,یک دستگاه اسپیلت 18000 در پذیرایی,یک شعله بخاری گازی در پذیرایی,پذیرش (قانون صریح),,52.7274,36.3354,active,db
3305385,/room/3305385,ویلا با استخر و جکوزی در بابلکنار - انارستان,بابلکنار,نامطمئن,other,,ویلا,180,190,1,3,12,4.4,9,4.4,4.9,4,4.2,4.8,3.8,,,,عقیل,2026-06-24,96,303,1,,متوسط,دربست,900000,دارد,8 نفره,دارد,,,,ذکر شده,,,,,,یک دستگاه اسپلیت 24000 در پذیرایی,,پذیرش (قانون صریح),,52.7101,36.4057,active,db
3306318,/room/3306318,ویلا در بابلکنار - درونکلا شرقی,درونکلا,بله,other,,ویلا,80,250,1,4,6,5,1,5,5,5,5,5,5,,,,علیرضا,2024-11-11,80,337,1,,متوسط,دربست,300000,,,,,,,ذکر شده,,,ذکر شده,,,یک دستگاه اسپیلت 24000 در پذیرایی,پکیج - رادیاتور,پذیرش (قانون صریح),,52.739,36.3935,active,db
3307484,/room/3307484,خانه ویلایی در بابلکنار - شیردارکلا,شیردارکلا,بله,other,,سوئیت، ویلا,90,170,1,4,5,,0,,,,,,,,,تازه ثبت‌شده,لیلا,2026-06-02,76,438,1,,متوسط,دربست,500000,,,,,,,ذکر شده,,,ذکر شده,,,یک دستگاه اسپلیت 30000 در پذیرایی,یک شعله بخاری گازی در پذیرایی و یک شعله بخاری گازی در اتاق خواب,پذیرش (قانون صریح),,52.7652,36.3373,active,cabins، db
3307485,/room/3307485,خانه ویلایی در بابلکنار - گونه کلا,گونه کلا,بله,other,,ویلا,100,140,2,4,6,5,1,5,5,5,5,5,5,,,,هستی,2026-07-18,100,276,1,,متوسط,دربست,500000,,,,,,,ذکر شده,,,,,,یک دستگاه اسپلیت 24000 در پذیرایی هر طبقه,یک شعله بخاری گازی در پذیرایی,پذیرش (قانون صریح),,52.7786,36.3354,active,cabins، db
3308372,/room/3308372,خانه ویلایی در بابلکنار - گونه کلا,گونه کلا,بله,other,,کلبه، ویلا,120,200,2,4,12,2.7,1,3,3,3,3,3,1,,,,آرش,2026-07-18,55,351,1,,متوسط,دربست,500000,,,,,,,ذکر شده,,,ذکر شده,,,یک دستگاه اسپلیت 12000 در پذیرایی طبقه پایین و یک دستگاه اسپلیت 3000 در طبقه بالا,یک شعله بخاری گازی در پذیرایی,پذیرش (قانون صریح),,52.7894,36.3384,active,cabins، db، sweep
